Username,Id,Tweet
ZohaibSaeedCs,931268457018032128,"RT @KhaledBeydoun: Turkish people are leaving grocery bags on the ground for in-need families during this #CoronaVirus crisis.  

This is b…"
biff_maxwell,4905699058,RT @jaketapper: This is the president of the United States speaking in the White House briefing room during a pandemic and shortage of medi…
real_b122121,890273944959320070,RT @PressSec: President @realDonaldTrump just signed an EO to prevent hoarding &amp; price gouging of supplies needed in our war against the #C…
JeanineX9,4243744577,RT @SteveGuest: Sen. John Barrasso: Democrats delaying coronavirus relief is “indefensible” https://t.co/dxvX5xuzP0
carli_ing,1009616719,RT @milkygoddess: i’m temporarily unemployed and all of my classes are online now and i literally spend all day at home but i’m still gonna…
Barbara82428676,1608138499,RT @RepAndyHarrisMD: This is why we need #singleissuebills!!  What does selling spectrum on page 996 of the Speaker Pelosi bill have to do…
Monticello1984,891726660915089408,"RT @maddow: Thirty-six.

https://t.co/dvIau8UXmY"
chloe_gunther,867182336,"RT @aminn_7: Oh you're going through a world pandemic? No problem here are 3 exams, 2 projects, and a lab report all due this week plus you…"
_Upadhyay,167716246,"God Is great, the all worlds doctor now God for all victims, Corona effected, for everyone in the  world’s🌍,  they… https://t.co/k5GqL7Srlu"
obiora_odi,792693049,"Pathetic that a mentally deranged psychopath suffering from advanced dementia is still allowed on TV , soon Trump s… https://t.co/VMYQbdvDAS"
dawrd12,392095607,RT @DrTedros: Thank you #SaudiArabia for your great support to @WHO in this critical time of #COVID19. We all must be led by solidarity to…
Latin_Quarter,47570292,"RT @NST_Online: #NSTnation: All 130 rooms at Tunes Hotel PWTC, which is near HKL, will now be offered to HKL medical staff, who will also b…"
khq1717,500072521,"RT @mitchellvii: If #hydrochloroquine can defeat the NYC outbreak, COVID-19 is finished in America."
ohrennie,982081948041564160,"RT @notmcIanahan: We had the ability to house the homeless before the Coronavirus??? WHO WOULD HAVE GUESSED, HAHAHAHAHAIFUCKINGHATEITHEREHA…"
Italia191,1042754645641375749,RT @red_red_rita: Republicans say Dems blocking coronavirus relief over ‘ideological wish list’I hope U All don’t have amnesia in NOVEMBER.…
Mu7ibullah,1106296500,RT @reracinated: I don’t understand people whose response to a global pandemic is patriotism. WTF does a virus have to do with nationalism?…
Anarchified,33834391,"RT @sumatweet: So I know about the panic in Bhilwara now, people are really scared.

And please note how even now, during this pandemic, Mu…"
Ole_MOKU,968054091527217153,"RT @_SJPeace_: This is Dr. Usama Riaz. He spent past weeks screening and treating patients with Corona Virus in Pakistan. 

He knew there w…"
Michael97273171,954206439089700865,"RT @AynRandPaulRyan: Turns out Trump's ""15 days to slow the spread"" order was about 2 days too short.

The CDC has found that #COVID19 surv…"
rifnote,1062288634693500928,Kelly Ripa shares 'It's OK/It's Not Ok' list to advise followers during coronavirus outbreak - https://t.co/u5bZrB64Ne
jimv97268591,969269686130049025,"RT @PuestoLoco: The GOP knows high voter turnout favors Democrats. They’ll use #coronavirus to stifle it.

“It’s Time to Protect the 2020 E…"
DrMuneerAhmad,495611899,RT @NasimZehra: Wow..what wondrous ‘giving’ lies at the CORE of Pakistanis..why then wld undying faith in our people wouldn’t stay with me…
IvrsnMdrn,898488352243982337,"RT @gov_pogi: Corona virus 501 confirmed cases in the Philippines. COVID-19 (March 24, 2020)."
IndRenaissance1,241458756,"RT @KonathamDileep: #Coronavirus
#COVID19
Disinfectant spraying started in Karimnagar town in Telangana, to contain the spread of Corona vi…"
zJordanFreeman,625853743,RT @SirMikeH: America has been snitching on itself this entire pandemic.
maryheil5,2586932221,RT @EyesOnQ: Supercomputer finds 77 drugs that could halt coronavirus spread https://t.co/clwJZWsTtt via @nypost
Gabrielborges17,65140376,RT @YogiRoth: Three years ago to the day I walked onto a plane and sat next to a woman who I never met. We are now married. In a world that…
mobi_developer,714845127231954945,RT @Rezang_La: Excellent News. We will have 1 Lakh Testing Kits in a week with each test kit capable of testing 6 people. Reports in 2.5 ho…
LoiusSt,1135612586031026180,"RT @RepDougCollins: While Americans are hurting, @SenSchumer and @SpeakerPelosi are holding #coronavirus relief hostage in an effort to fur…"
SwitchVersX,1241861559229362176,@OrvilleLloyd @theJagmeetSingh It’s no different than what Trump and Co. just tried south of the border. And the De… https://t.co/hEn6DV1ydo
junofive,58918715,RT @lifehacker: Where to find free ebooks during the coronavirus shutdown: https://t.co/gfMIrINcP5 https://t.co/IqTWdkMG8V
donnamparish,800479978676572165,"RT @TeaPainUSA: Sorry, the man with 6 bankruptcies knows better."
kbunde1,116513011,"RT @DrDenaGrayson: Senators are very clubby and usually overlook all sorts of transgressions, but I don’t see how they’ll overlook this.

R…"
AM15HA,212558215,"RT @razeefizlan: ya Allah, You already gave them huge test much more than us around the globe. If this is for their own good,  provide them…"
rayeesitoo,164702268,"Coronavirus pandemic 'accelerating', WHO warns @AJENews  https://t.co/bzyTdX2P01"
Brother_Maurice,243467326,RT @faketitojohnsON: talk about swine flu
ErinLM,139542849,@realDonaldTrump @childrensatl @GaDPH @V2019N @GeorgiaEMA @GovKemp @houstongaines @CDCgov @jburnmurdoch @DrTedros… https://t.co/wfs1mTvROv
RTAluvzAfridi,52093236,Oh dear god.
SolG8lden,119561063,RT @realDonaldTrump: Maria is Great!
moughthere,262948804,"RT @KamalaHarris: Right now millions of Americans are waking up in the middle of the night, worried sick they’ll lose the roof over their h…"
MelbaRa7448,950400117546237952,RT @SenTedCruz: ‘102 Americans Died’: Ted Cruz Lets Democrats Have It For Blocking Coronavirus Relief https://t.co/qpG0En5AyM via @dailycal…
queencort,563290537,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
Deborahsolomon,24591683,RT @politicususa: The White House Throws A Tantrum After CNN And MSNBC Cut Off Trump's Coronavirus Briefing https://t.co/QpO1lAazD4 via @po…
Strehlowwendy,723903266,"RT @timminchin: *Homeschooling kids during global pandemic*
Son: I don’t know why we have to do maths homework. It’s not useful in real lif…"
weathers_lilah,826172354,"RT @JedediahBila: Terrible &amp; not surprising. In Manhattan, we basically live on top of each other.Tons with roommates, most w/ shared garba…"
GusxMackk,321864649,"RT @techinsider: What coronavirus symptoms look like, day by day https://t.co/k4IVK4QX2m"
E_A_Luna,1270705778,RT @milesjai: was told my grandma has the coronavirus. please send me pics and cute videos of your pets that i can send to her💕
hernameisjuan,15109374,"RT @FRANKIETWT: Kanye has publicly supported Trump. The person who has made this pandemic a living nightmare for Americans. So yes, let’s d…"
Cmm09672,910905217075564545,"RT @TexasTribune: New: To preserve medical resources for COVID-19 patients, Texas Attorney General Ken Paxton said abortions should not be…"
Gwastelum,234498505,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
karenjlord,49544392,"RT @thatSilvaLining: Can we all text:
“I don’t want hope, I want a well funded and fully supported public healthcare system where all healt…"
ainjunit,831347592,RT @finessesigh: Me waiting for life to go back to what it was before the pandemic https://t.co/KdbMz0EUqu
LudwigDavis,1228948890537213952,RT @MrNuss: @neeratanden It’s like holding elections during a pandemic. Disgusting.
CCOR_C19Monitor,1240817259238449153,"Beware, be safe."
chasecardy91,816323911,"RT @secupp: This thread. Please read it all. The insane, irrelevant crap Democrats are trying to stuff into the emergency corona stimulus i…"
Renegarcia112,553030326,RT @davidfrum: You convert coronavirus into a second Great Depression by compelling states to erect barriers against each other. Trump sche…
Trump2020foreva,926034040448344065,"RT @LisaSSmiley: No, it's not racist to call the coronavirus the ""Chinese Virus"" - and I'm Chinese. In fact, as the CCP continues to deflec…"
SamTobias10,1217922136343490576,RT @kayesem: SUBSCRIBE to #WikileaksLockdownList. The official Don’t Extradite Assange campaign’s online film festival 4 those self-isolati…
geetgoyalgoyal,1184250325957365760,"RT @InsanLaveen: #StayHomeStaySafe
Protect yourself from Coronavirus like diseases by: Increasing your immunity by eating paneer and pistac…"
aranom12,863857568,"RT @ITGuy1959: If anyone thinks lobbyists don't run the Swamp, think again.

Honestly how do members of Congress get up in morning and look…"
njsmale,35186559,"From this article it would seem licensing trust stores can stay open but other bottle stores will have to close?

S… https://t.co/n2L0RZPB65"
m_ichaelc,476860592,RT @kwasontss: yikes
prairie_girl17,307585028,"RT @soledadobrien: I love how a crisis brings out all the racist folks. Comgrats, Allison."
LuczakVivien,1159218130368905217,"RT @glennkirschner2: Hold on tight, everyone. I fear things are about to get a lot less legal . . ."
micromigz,3244487142,RT @ABC7: Researchers at UC Irvine will be among first in nation to test experimental anti-viral drug as treatment for #coronavirus https:/…
krmslk,1009314380062908416,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
senthil77,51855176,RT @ShamikaRavi: 7 million persons left Wuhan before the travel ban. This stunning visualization shows where in the world they all went. Ch…
leslycastro442,3222118954,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
Kim36925777,932814423907069953,"RT @JxhnBinder: Pelosi Coronavirus Plan Gives $300M in Taxpayer Money to Foreign Refugees
https://t.co/6i2ruHVsZY"
arsfati,1152774006854029313,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
balde_ruben,994327737891545089,"RT @bitchim999: I miss life before the coronavirus, but fuck it I still be vibin 

 https://t.co/L0rRqARE6e"
cherryeuphoric,719262636198629377,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
R_O_H_A_N_R,1092835808095006720,"RT @KapilSibal: COVID-19

When at war , respond on war footing 

Shut down : Positive

Out of work

1) migrants 
2) unorganised sector , ag…"
MDSouza16,1080397619749421056,"RT @PolandDaily: Folks, this is important, please share since it might save someone's life! 
Polish engeneers made simple design of open so…"
kpoplover082006,817577816778625024,"RT @hohocho: 76 more #CoronaVirus cases added here in S. Korea. Accumulated cases here aboves 9,000. Total number is 9,037."
PrideHome3,1196616648095961089,"RT @TrumpsPitBull: I would rather spend time with COVID19 than even think about coming within six feet of you, or watch one of your movies.…"
HEEL_Braxton,146203054,RT @RayNarvaezJr: This whole Coronavirus thing is a huge bummer but at least someone leaked a brand new Halo Infinite cutscene https://t.co…
aandreaa415,1122223139583225856,RT @samhighfill: I want to punch the coronavirus in the face. #Supernatural #SPNFamily https://t.co/lt8hrCYueN
SandraC42595084,1013874449840345088,"RT @cvpayne: Nancy Pelosi pushing climate to deny stimulus ignores American concerns

Coronavirus    57%
Job security    7%
Everyday bills…"
LegendofSquanto,62913771,RT @FilmFatale_NYC: She was only 36 years old.
OliverDacio,945288977770254337,"RT @cnnbrk: Chloroquine, a drug typically used to treat malaria, will be included in a large, global clinical trial evaluating potential co…"
MPosey76,574784221,RT @14America1776: Why is WHO being held accountable? They on China’s payroll too? What a joke. #DemocratsHateAmerica
rbavinash,488223794,RT @Cold_Peace_: My thoughts are with you #India. You've persevered through so much. Foreign invasions. Terrorism. Socialism. Hamid Gul. Yo…
ashwinnigudkar,1054116031,"Vice-President Venkaiah Naidu Ji at his best. An inspiring message to fight #Coronavirus :
East or West, 
Home is t… https://t.co/7may5AaEsK"
KayS57,16021340,"RT @NancyNoCo24: The COVID-19 “briefing” was covered by cable news &amp; briefly by some of the broadcast networks, which cut away to evening o…"
sarod30,97605710,RT @BetoORourke: This kind of numbnuttery will kill people in Texas. Young as well as old. We need a state-wide shelter in place order to s…
S_OReilly_USA,842372978440601601,"RT @realDonaldTrump: This will never be approved by me, or any other Republican! https://t.co/jWcGaS2QZC"
MikeArgi,339534214,"U.S. states, cities desperate for coronavirus help, military prepares https://t.co/gu3FPneEN7"
luismen1991,1106006280689332224,And there it is folks. Told y’all they’re going to use this against him in the election. Can’t use an economic rece… https://t.co/AjgPKYStkZ
PerryCl95607434,959801231135969281,"RT @cvpayne: Nancy Pelosi pushing climate to deny stimulus ignores American concerns

Coronavirus    57%
Job security    7%
Everyday bills…"
Comparativist,18096267,RT @ZichenWanghere: A Thread: Wuhan Health Commission just published a detailed Q&amp;A on the issue of asymptotic infected case (those tested…
LeoMohToh1,1068885687787634689,"RT @cnnphilippines: BREAKING: Voting 12-0, Senate passes bill granting President Rodrigo Duterte additional powers to address COVID-19 cris…"
AnthonyGilgan7,1230168917928136705,"RT @mitchellvii: I am sorry for the 16,000 who have lost their lives to this virus, but let's have a reality check.

On a global scale for…"
lachaemii,2871356589,RT @niilexis: This.. this is why we should take the Coronavirus preventive measures seriously. Italy is a deep mess right now. https://t.co…
qfd_bruce,335039054,RT @HaveWeAllGoneM1: If this bill passes &amp; Emergency Measures Act is invoked- federal Liberals will have complete &amp; total control over ever…
izatzulhairis,3280751870,RT @zhukl: malas betul menteri kat malaysia ni. dah bertahun2 jadi menteri pun haram tak de idea baru. we need new ppl w fresh ideas and wi…
thefrizbyman,822372473706418177,RT @TomArnold: 73 year old rotting corpse @realDonaldTrump ghoulish buddy Texas Lt. Gov Dan Patrick goes on @TuckerCarlson wishing death on…
arpg19,1626992467,"RT @DonaldJTrumpJr: Disgusting! RT

“This is a tremendous opportunity to restructure things to fit our vision,” said Dem Jim Clyburn on pas…"
Jitendrakurmi_,923217542147063808,Rahul Gandhi had already warned the government but the government did not listen to him
debbexty,1963283636,"RT @RealJamesWoods: I used to think #DemocratsHateAmerica was merely a derisive hashtag, but as we all watch Americans die while #Schumer a…"
CharitySchussl1,1187117608367284224,"RT @BarbyIngle: ""You cant always tell by the outer shell"" - 
@BarbyIngle - I am #immunocompromised and my life counts. #HighRiskCovid19

Pl…"
hanatrbl,45952133,RT @CNN: These are the health workers around the world on the front line of fighting the coronavirus https://t.co/Ls98mPEEi1 https://t.co/1…
PrDrJ,18810716,"RT @HotepJesus: Nancy's Coronavirus bill got food rations and bread lines in it. Enjoy your communism, comrade."
riggs4585,816455589278679041,"RT @marklevinshow: Democrats hijack stimulus
https://t.co/Edry09AHOK"
kevinr10219311,977044405591842816,"RT @SenMcSallyAZ: If the Senate can’t come together in a time of great need, no Senator should receive a paycheck—like millions of American…"
owl_mid,1024797881293828096,"RT @UmaarKazmi: The Coronavirus Bill being debated in Parliament today would give the government unprecedented and sweeping powers.

It's v…"
kendraheart__,1213869932510760961,RT @Peppermint247: Coronavirus has hit our nightlife  Family in the heart. #MonaFoot...I learned a lot from you. Being a big tall muscular…
lolomr4,1038845701894152192,RT @realDonaldTrump: A great early result from a drug that will start tomorrow in New York and other places! #COVIDー19 https://t.co/4F4Qk4W…
marandiaz01,2202800866,"RT @RBReich: Every bit of taxpayer money should be spent helping workers who need income, people who need help paying medical bills, and ho…"
what2hell,1563751200,"@BlueGirlsRule @MaddowBlog @GovernorLittle 
Stop the #coronavirus by locking down the state NOW Governor.… https://t.co/9GEm0663TG"
NCHomeStrong,1046459968214511621,RT @WCPSS: [ALERT] Gov. Roy Cooper has closed all public schools until May 15 due to the COVID-19 pandemic. Plans for remote learning durin…
stanl3yvibes_,813609200752480256,RT @SirMikeH: America has been snitching on itself this entire pandemic.
grandmapurse,31993522,"RT @DonaldJTrumpJr: Giant list of stuff the democrats crammed into the bill unrelated to the Coronavirus. Ask yourself, are they really wor…"
fel_bron,1233411536204337154,"RT @_SJPeace_: This is Dr. Usama Riaz. He spent past weeks screening and treating patients with Corona Virus in Pakistan. 

He knew there w…"
Bader_8873,3148674924,RT @DrTedros: Thank you #SaudiArabia for your great support to @WHO in this critical time of #COVID19. We all must be led by solidarity to…
CdubsHartley,990034132658020353,"RT @LarryOConnor: There's lying, evil, erroneous and destructive reports that eat away at the very fabric of the public's trust in our news…"
tomchapIin,394239438,RT @AdrianBono: Wow. Argentina has reached out to the British govt and offered to help people living in the Malvinas (Falkland) Islands dur…
MsngrMy,1154330362165846016,"RT @RepAndyHarrisMD: No voter ID to get a ballot, and anonymous “ballot harvesting”...why is that hidden in Speaker Pelosi’s coronavirus bi…"
ZekeEsequiel,2868042228,RT @RealJamesWoods: Grassley blasts Democrats over relief impasse: 'They just don't recognize what a serious situation it is'. /// #Democra…
NancyBonita7,832766230142390272,"RT @AriMelber: Seems important.

Pres. Trump fact-checked after press briefing by top doctor Zeke Emanuel: 

Coronavirus cases will keep ri…"
EngrBaloEni,1568416376,"RT @SaharaReporters: BREAKING: Buhari’s Chief Of Staff, Abba Kyari, Reportedly Sick, Suspected Of Contracting Coronavirus | Sahara Reporter…"
tafaqari,69216667,"RT @WatchingYall: 1.But your son knew he was sick when he got into the country and refused to self isolate for 10 days. 
He went places and…"
JoAnnNYNY,16481160,"RT @VaughnHillyard: Woman in ICU: ""Trump kept saying it was basically pretty much a cure.""
NBC: ""What would be your message to the American…"
breeheightchew,446625844,"RT @aminn_7: Oh you're going through a world pandemic? No problem here are 3 exams, 2 projects, and a lab report all due this week plus you…"
UnSubtleDesi,17741799,Coronavirus: Congress leader and ‘friendly journalists’ spread fake news that Assam Medical College healthcare work… https://t.co/NtouIoD42S
MrkSecure,327367213,"RT @XHNews: A team of Chinese medical experts arrived in Phnom Penh, the capital of Cambodia, on Monday to help the country fight against t…"
rangelzinhax,921490057055342593,RT @GregoryHardinII: I’m sorry but if people such as fast food and grocery store workers are considered to be “essential workers” during a…
lizardlady56,796494625221541889,RT @DragonForce_One: @ChidiNwatu @realDonaldTrump #CantFixStupid Trump is right to make important announcements about the progress being ma…
katiej1718,947313550535680001,"RT @realDonaldTrump: This will never be approved by me, or any other Republican!"
yo_betito,556376574,"RT @EMPosts: This is quite a headline on AMLO and Mexico.

Mother Jones is considered a liberal or progressive magazine in terms of where i…"
toxotis71,44145843,"RT @gtconway3d: Terrific story!  Everyone should read it! Thanks for pointing it out, @realDonaldTrump!

https://t.co/mXfLgUdLCh https://t.…"
Multijo1,802352830036250624,"RT @nytimes: We sent dozens of photographers to capture once-bustling public places around the world – beaches, fairgrounds, restaurants, m…"
FaithfulKCS,711746186,"RT @IngrahamAngle: ""I’ll work with anybody to help the American people and the American worker — I don’t care who it is."" -- Donald Trump,…"
GailDowning10,733683200120229888,They can go first
Ethan_Vines,488697525,This is the shit reasons why bills don’t get passed.
weeeesse,1080880182,RT @eteyenjr: This is by far the most important infographic I’ve seen on covid-19/coronavirus so far. Urge people to watch this if unclear…
ramanareddymca0,1647506868,"RT @ishafoundation: Namaskaram,
Please note that a message wrongly attributed to Sadhguru about dealing with Coronavirus fears has been spr…"
vesper385,20710912,RT @chuckgreeson: #QOTD: “If the Coronavirus was a font it would be Comic Sans.”
MiamiNice57,1249128541,"RT @VaughnHillyard: Woman in ICU: ""Trump kept saying it was basically pretty much a cure.""
NBC: ""What would be your message to the American…"
pramodmakwana,250121452,"RT @YangerLongkume2: Option A                     Option B

Demo                          Rahul Gandhi
GST
Lynchings
Rafale
Pulwama
Pragya…"
GaugerJames,1073913480095383559,That surely is something to think about.
priyaakulkarni2,773727446285819905,"RT @abc7newsbayarea: After crowds flocked to beaches and parks during the 1st weekend of sheltering-at-home, California is closing all stat…"
sanu_agrawal2,811469249084465152,"RT @iAnkurSingh: Maharashtra needs a strong leadership like @Dev_Fadnavis to fight the deadly disease.

Uddhav Thackeray's priority is savi…"
dishonestdeed,1083106259748954114,"@realDonaldTrump @DonaldJTrumpJr  @senategop @senatemajldr @RedNationRising
HELL NO.  We could put arts and music b… https://t.co/dWQSvTSCVi"
mcgeoff,17677665,Attention fellow Nola #NICAR20 -Ian’s
haindahh,1182438613729988608,RT @Rhodes411: Making friends during the coronavirus lockdown... 😅 https://t.co/t9zp9NPVit
dcNsirim,284993317,"RT @spectatorindex: JUST IN: Nine new coronavirus deaths in South Korea, raising toll to 120."
gdpumarin,1035892225912107008,RT @reyaika: Iceland tested its entire population. Read that again: ITS ENTIRE POPULATION.
Loveee_MK_,340058386,"RT @daniamluc: For those of you who don’t know, Cuba’s largest export isn’t tabacco or sugar, it’s doctors. Life expectancy in Cuba is grea…"
shenah_free,1152385831484608512,RT @spectatorindex: Do you have confidence in President Trump's handling of the coronavirus outbreak?
SoniSahab13,1158800158517186561,RT @Swamy39: COVID-19 has hit India at a time when the Indian economy was in a four year+ tail spin. This is what in US is called Double Wh…
RettingPhoenix,177297967,"RT @Alyssa_Milano: Trump’s worst nightmare Adam Schiff joins me this week on the podcast. 

We talked about everything. He even dropped an…"
msobx,131411753,"RT @peterjhasson: Nearly 3k retweets on this and it leaves out the fact that the guy didn't take Plaquenil, he consumed fish tank cleaner h…"
MileHighBrendan,15990298,"RT @AriSchulman: The case for the shutdown is not that saving even one life is worth it. It obviously wouldn't be.

It's that the scale of…"
dharmendra05,35424303,"RT @PraveenOmUniyal: @vivekagnihotri Present time Ability of different countries to test covid-19 in a week

France : 10000
UK         : 16…"
tammsorah,833097224661905410,RT @R2_Navlag: Holy cow!!!
rene_toledano,616851477,"RT @SethAbramson: MAJOR BREAKING NEWS: As Predicted, Trump's Publicly Disseminated Misinformation on Chloroquine Has Killed Someone; Media…"
hotmilkhan,24770619,just wanna giv a shoutout to my amazin lil sis who is a HCA on a COVID-19 ward n is not complainin one tiny bit des… https://t.co/IvFpvZwpNf
chaitoo154,1394164196,"RT @auldtimer: It was already in Italy by that time, and in fact Italy suspended flights to/from China by late Jan. Jerk."
newsmanbluesman,97923908,RT @TomArnold: 73 year old rotting corpse @realDonaldTrump ghoulish buddy Texas Lt. Gov Dan Patrick goes on @TuckerCarlson wishing death on…
chrisbirks,20301019,"RT @UKinOman: 🔴 COVID-19 (Coronavirus).  UK Government advice: if you live in the UK and are currently travelling abroad, you are strongly…"
9teen84,68845875,"RT @FergDYT: Never let a crisis go to waste, right @ohiogop?"
gemadoodle,809227649981685760,"RT @alx: I can’t wait for @Axios to write a hit piece on a Vodka company because someone drank rubbing alcohol.

President Trump mentioned…"
loki_3005,918815161049165827,RT @drkamnakakkar: Please don't send me to war without weapons @PMOIndia🤢😥😰 Please arrange #PersonalProtectiveEquipment for us doctors ASAP…
Carolyn83694751,1094587924572704768,"RT @DDonsmith007: NYC is short of medical supplies because somebody forgot to order them

  De Blasio has blamed President Trump for the ci…"
plsdntbotherme,1073094615622807553,RT @davidsirota: We're about one news cycle away from pundits insisting that sending people back to work with no paid sick leave or health…
bcofthebrave_,1207371368133726208,RT @toddstarnes: Democrats believe #coronavirus can be cured by providing $35 million in funding to the John F. Kennedy Center for the Perf…
ChrMail,738042086,RT @Defeat_Trump2: It's about time CNN and MSNBC showed this level of journalistic integrity. Giving Trump airtime makes them complicit in…
hannvillanueva,1161760396153278464,"RT @SirBennn: Based on the statistics, I think our country is performing well to prevent the spread of the virus. Let’s all pray that we wi…"
DanEndres3,1083763178708840449,"RT @Pink_About_it: I’m old enough to remember.....

when Donald Trump was acquitted forever —- 

and then the Democrats decided to weaponiz…"
hinkyaz5,1210574038243794947,"RT @seanmdav: Media are in denial, acting as if the wholesale destruction of the economy is no big deal because they can work from home in…"
tommyHotpockets,10289462,@tommyHotpockets This #ElectionExpert retweet of sahilkapur by smotus reached the 94.8 percentile in under 17 minut… https://t.co/qACSkZcMqa
SquadBlocked,2288871302,"RT @LetsTalkVampi: We're in a pandemic. 

People are dying. 

People are debilitated. 

People are losing their incomes. 

And you're fucki…"
Rashidlion01,1222607162607853569,"RT @JerioVinnie: In #Turkey, people have started to leave food packets on the road for the poor and the needy who cannot earn due to #COVID…"
areukeeedingme,145100446,Nazis or Coronavirus? Which one is worse?
gayhealthfirst,425125389,"Dear Lord,

May the stock market fall to 
10k by Friday so corporate social responsibility ends and public health b… https://t.co/pm2C0n7XsQ"
NeilMishra2,2208999086,RT @vivekagnihotri: May God forgive him. Because he spelt God wrong.
mdsmelser,25511878,"RT @RealJamesWoods: Pelosi's coronavirus stimulus includes return of 'Obamaphones,' other unrelated items... #DemocratsHateAmerica  https:/…"
AmyDorothy417,504025769,"RT @JoeNBC: If the President is concerned with his reelection, someone should tell him that aggressively attacking the pandemic with the fu…"
Diehl_C,531867123,"RT @NNUBonnie: This is nurse power in action!

In our hospitals and in the streets, union nurses organized  collective actions across the c…"
embraceemoiq,816890574833733633,"RT @TaylorDeella: In coronavirus tweet storm, Trump touts suspect 'cure' https://t.co/BjedttXVU2 All he cares about is the economy!👿"
sheedadhirah,155790851,"RT @atiqahanapiah: It's confirmed. Kluang will be COVID-19 centre especially for the South. All housemen are sent out.
We got few days left…"
Al61562896,1049725716781301760,"RT @Arriadna: Gov. Newsom: 1,000 ventilators from Elon Musk have arrived in LA - Business Insider 😊 https://t.co/hxmPpw1HBL"
Chiprdale,21105859,"RT @JohnBrennan: donald trump’s rant against @PeterAlexander reveals the extent of trump’s incompetence, insecurity, &amp; juvenile petulance.…"
anjieera,769555261,The country is now doomed.
uncle_zubby,2719543642,"RT @KaineSays: Justin, plis nauuu."
NightShiftNews,1268570407,"RT @no_silenced: 🔥BREAKING NEWS.!!!!🔥

Joe Biden has came out with his Coronas Virus Plan....Everyone stop what you’re doing and Watch this…"
michaelgwstorey,966464066,"RT @jkwan_md: @CBCNews @cbcradio Stay at home &amp; take #SocialDistancing seriously! Ontario: 503 total cases, 8000+ tests pending. #PlankTheC…"
Lakeside2002,207152907,"RT @RealJamesWoods: I used to think #DemocratsHateAmerica was merely a derisive hashtag, but as we all watch Americans die while #Schumer a…"
missds19,858155988817514501,RT @KPateontheHill: Ottawa jail guards denied prisoners access to lawyers because of COVID-19 fears – Ottawa Citizen https://t.co/gQqqfegOvg
kelvinblunt,19437426,"RT @JoeBiden: In January, Donald Trump claimed the coronavirus was “totally under control.”

In February, he said it would disappear.

Now,…"
explainhindi,1118736639709392897,"139 Coronavirus Deaths In 1 Day, Donald Trump Prevents Hoarding Medical Provides https://t.co/nxV48nCWqR https://t.co/hzT4QnVVN2"
TimTuckerRE,1380183025,"RT @WayneDupreeShow: ""Sorry you can't pay your rent or buy food, but at least you'll have these solar credits."" - Democrats 

https://t.co/…"
hfrmoh,590825592,RT @DrTedros: Thank you #SaudiArabia for your great support to @WHO in this critical time of #COVID19. We all must be led by solidarity to…
paulwillisorg,140499925,"RT @CalebJHull: If you watch one thing on Dems blocking coronavirus relief, make it this. The American people are losing their jobs left an…"
pothermarine,2477763356,RT @tedlieu: I don’t even know how to respond to the below statement. Going to simply retweet it for your awareness. https://t.co/OPfNJHxT49
miriamcosic,2730508364,"RT @vanOnselenP: My piece today: parliament sat during World Wars, the Great Depression and the Spanish Influenza....why not now? https://t…"
WilliamRBR,184210817,I still hear from too many of my folks that it doesn't affect you if you're young and that it doesn't affect black… https://t.co/Yzt2sJkTYL
KarjeeAnkit,1241222342014955522,RT @MamataOfficial: The West Bengal Government is leaving no stone unturned to ensure safety &amp; precautions for its citizens in combating CO…
HealthPlanQA,2259438450,The latest Health Insurance Today! https://t.co/xBlTcPWHjC Thanks to @PNS_News #obamacare #coronavirus
zasselhoff,1000284076387938304,"RT @DanPriceSeattle: Our data shows small business revenue in California is down 55%.

At that pace the typical small business would run ou…"
KabirMass,1192399113607757826,"#Coronavirus🦠 Myths ve Facts

#COVID19 
#StayAtHomeSaveLives https://t.co/t0N1z5Tuk5"
spanishlalaby,472052976,"RT @juanmata8: One day, if he wants, and when all this is over, I would like to practice my freeckicks with him on goal! What do you think?…"
nissolehah_,1048652178225655809,RT @mynameisfrex: maybe if i develop feelings for covid-19 it will leave
surfpusskitty,113433282,RT @DarwinBondGraha: Nurses outside the Kaiser Oakland hospital are singing “we need PPE [personal protective equipment]” right now in prot…
TerryTerse,2385367172,"Trump needs to shut up. The medical team only should be briefing the public.

#MuzzleTrump

Trump touts hydroxychlo… https://t.co/jTwjJh3GkR"
GeraldPontifici,1231295799545475072,"RT @peterjhasson: Nearly 3k retweets on this and it leaves out the fact that the guy didn't take Plaquenil, he consumed fish tank cleaner"
RAntoshak,22149535,"WWD - Post-Crisis, Will All Fashion Events Go Digital? https://t.co/ivqZsoIIFY https://t.co/BULkfsM9Bk"
FloatingPeony1,978387316157788161,"RT @daniamluc: For those of you who don’t know, Cuba’s largest export isn’t tabacco or sugar, it’s doctors. Life expectancy in Cuba is grea…"
BWells628,476421801,"RT @DonaldJTrumpJr: Disgusting! RT

“This is a tremendous opportunity to restructure things to fit our vision,” said Dem Jim Clyburn on pas…"
